chr,strand,gene_locus,gene_id,gene_name,gene_biotype,polyA_sites_in_gene,proximal_pos,proximal_feature,proximal_exp,distal_pos,distal_feature,distal_exp,proximal_fc,distal_fc,proximal_perc_inc,distal_perc_inc,proximal_padj,distal_padj,pair_type,gene_class
8,-,chr8:144841041-144853735,ENSG00000170619,COMMD5,protein_coding,2,144850455,utr3,15145,144850177,utr3,9730,0.00981,-0.01024,0.54,0.53,0.94498,0.94506,same,control_down
11,-,chr11:3087115-3166738,ENSG00000021762,OSBPL5,protein_coding,2,3115895,intron,847,3087120,utr3,15302,-0.03673,0.03062,0.44,0.44,0.94498,0.94596,composite,control_up
10,+,chr10:94402503-94501432,ENSG00000108239,TBC1D12,protein_coding,2,94431105,intron,256,94472721,intron,414,-0.02595,0.02319,0.54,0.57,0.94506,0.94506,composite,control_up
17,+,chr17:2755704-3037738,ENSG00000132359,RAP1GAP2,protein_coding,2,2976709,intron,1929,3037738,utr3,15494,-0.07136,0.05911,0.48,0.51,0.94508,0.94497,composite,control_up
1,-,chr1:117111059-117122586,ENSG00000134253,TRIM45,protein_coding,2,117112185,utr3,1067,117111061,utr3,3977,-0.00183,0.00138,0.59,0.6,0.94521,0.94467,same,control_up
4,+,chr4:105708777-105847727,ENSG00000138780,GSTCD,protein_coding,2,105725305,intron,1007,105847723,utr3,7059,-0.04142,0.0265,0.57,0.56,0.94521,0.94605,composite,control_up
8,+,chr8:58411263-58451500,ENSG00000215114,UBXN2B,protein_coding,2,58435099,utr3,1819,58451499,utr3,27005,0.00919,-0.00613,0.46,0.47,0.9456,0.94554,skipped,control_down
19,+,chr19:19668795-19683508,ENSG00000181896,ZNF101,protein_coding,2,19680029,utr3,1179,19683503,utr3,10148,0.00142,-0.0009,0.54,0.54,0.94574,0.94498,same,control_down
22,+,chr22:43923738-43964487,ENSG00000100344,PNPLA3,protein_coding,2,43948358,intron,353,43951462,intron,2083,-0.1157,0.06098,0.5,0.53,0.94596,0.96204,composite,control_up
17,-,chr17:50375058-50397552,ENSG00000108829,LRRC59,protein_coding,2,50393022,intron,3550,50381238,utr3,20883,-0.00725,0.0069,0.58,0.59,0.94623,0.94605,composite,control_up
20,-,chr20:36612317-36646215,ENSG00000101082,SLA2,protein_coding,2,36612523,utr3,1594,36612320,utr3,912,0.03949,-0.04703,0.46,0.46,0.94655,0.9473,same,control_down
14,+,chr14:96363451-96387287,ENSG00000100744,GSKIP,protein_coding,2,96365022,utr5,723,96387285,utr3,11966,0.02536,-0.01445,0.56,0.55,0.9468,0.94467,skipped,control_down
1,-,chr1:66999331-67054098,ENSG00000116704,SLC35D1,protein_coding,2,67035596,intron,409,66999382,utr3,6931,0.03221,-0.01868,0.54,0.54,0.94682,0.94606,composite,control_down
6,+,chr6:41101021-41140834,ENSG00000161912,ADCY10P1,transcribed_unprocessed_pseudogene,2,41102397,intron,2807,41140828,exon,2427,0.06995,-0.07145,0.52,0.48,0.94728,0.94731,composite,control_down
7,+,chr7:107890969-107931729,ENSG00000091140,DLD,protein_coding,2,107919741,utr3,36737,107919963,utr3,21598,-0.00791,0.00833,0.5,0.5,0.94733,0.94733,same,control_up
2,+,chr2:176129693-176132694,ENSG00000175879,HOXD8,protein_coding,2,176132347,utr3,1931,176132693,utr3,378,0.09106,-0.142,0.62,0.56,0.9476,0.95617,same,control_down
19,-,chr19:57848730-57876763,ENSG00000204514,ZNF814,protein_coding,2,57869382,exon,1423,57850315,utr3,802,-0.00064,0.00072,0.53,0.54,0.9476,0.94813,skipped,control_up
9,+,chr9:101398872-101410659,ENSG00000136870,ZNF189,protein_coding,2,101405617,intron,5274,101410652,utr3,24527,0.02355,-0.02178,0.47,0.47,0.9476,0.94754,composite,control_down
16,+,chr16:27550132-27780368,ENSG00000047578,KIAA0556,protein_coding,2,27733521,intron,430,27780364,utr3,7971,-0.04766,0.03414,0.45,0.48,0.94761,0.94854,composite,control_up
17,+,chr17:7281666-7288256,ENSG00000181856,SLC2A4,protein_coding,2,7287830,utr3,500,7288018,utr3,347,-0.00898,0.0108,0.48,0.49,0.94762,0.94827,same,control_up
1,+,chr1:92166984-92184722,ENSG00000069712,KIAA1107,protein_coding,2,92183641,intron,1010,92184721,utr3,1023,-0.02545,0.02501,0.48,0.5,0.94765,0.94761,composite,control_up
7,+,chr7:72879364-72951439,ENSG00000196313,POM121,protein_coding,2,72914041,intron,432,72920250,intron,4915,0.02857,-0.01492,0.54,0.54,0.94787,0.95069,composite,control_down
5,-,chr5:132481608-132490797,ENSG00000125347,IRF1,protein_coding,2,132483087,utr3,58091,132481609,utr3,9158,-0.01447,0.01567,0.32,0.32,0.94796,0.94799,same,control_up
5,+,chr5:69189547-69210356,ENSG00000153044,CENPH,protein_coding,2,69209823,utr3,597,69210355,utr3,4623,-0.00542,0.00378,0.65,0.65,0.94813,0.94431,same,control_up
19,+,chr19:58559128-58574796,ENSG00000267858,MZF1-AS1,antisense_RNA,2,58559435,intron,401,58574795,exon,731,0.02862,-0.02249,0.59,0.56,0.94839,0.94677,composite,control_down
5,+,chr5:139341586-139369719,ENSG00000120727,PAIP2,protein_coding,2,139368957,utr3,24333,139369715,utr3,86125,0.05831,-0.05733,0.51,0.49,0.94856,0.94854,same,control_down
1,-,chr1:64972224-65002488,ENSG00000226891,LINC01359,processed_transcript,2,64994419,intron,373,64978373,intron,257,-0.02172,0.02559,0.32,0.33,0.94888,0.9509,composite,control_up
1,-,chr1:225845535-225882368,ENSG00000196187,TMEM63A,protein_coding,2,225846632,utr3,1825,225845538,utr3,10344,0.08406,-0.06692,0.56,0.52,0.94919,0.94796,same,control_down
X,-,chrX:3817527-3843856,ENSG00000205664,BX890604.1,lincRNA,2,3820674,intron,757,3817529,exon,3514,0.02261,-0.01576,0.65,0.62,0.94948,0.95024,composite,control_down
8,+,chr8:17027237-17122643,ENSG00000155970,MICU3,protein_coding,2,17122479,utr3,311,17122630,utr3,2240,0.14702,-0.06454,0.4,0.36,0.94995,0.92919,same,control_down
22,+,chr22:31212238-31280079,ENSG00000182541,LIMK2,protein_coding,2,31279731,utr3,4836,31280077,utr3,65795,0.02448,-0.02034,0.51,0.52,0.95069,0.95066,same,control_down
3,-,chr3:11556069-11771349,ENSG00000144560,VGLL4,protein_coding,2,11624544,intron,5255,11556069,utr3,35146,-0.02224,0.02069,0.5,0.51,0.95086,0.95075,composite,control_up
8,-,chr8:142657459-142681967,ENSG00000234616,JRK,protein_coding,2,142663421,utr3,242,142657460,utr3,3073,0.15675,-0.07923,0.56,0.54,0.95088,0.94628,same,control_down
1,-,chr1:229516581-229558694,ENSG00000135776,ABCB10,protein_coding,2,229516843,utr3,1636,229516582,utr3,9696,-0.04404,0.02952,0.49,0.51,0.9509,0.94995,same,control_up
8,+,chr8:98117296-98159833,ENSG00000104356,POP1,protein_coding,2,98158408,utr3,4524,98159833,utr3,2803,0.02692,-0.03046,0.57,0.55,0.95104,0.95105,same,control_down
3,+,chr3:3799436-3847702,ENSG00000175928,LRRN1,protein_coding,2,3847118,utr3,909,3847615,utr3,910,-0.01029,0.01018,0.74,0.74,0.95105,0.95105,same,control_up
3,+,chr3:10164864-10243742,ENSG00000134070,IRAK2,protein_coding,2,10243575,utr3,2033,10243742,utr3,3624,-0.00097,0.00092,0.5,0.51,0.95105,0.95105,same,control_up
8,+,chr8:78666046-78719764,ENSG00000104427,ZC2HC1A,protein_coding,2,78709711,intron,18237,78717698,utr3,4372,-0.02303,0.02477,0.47,0.48,0.95136,0.95152,composite,control_up
18,+,chr18:12407895-12432237,ENSG00000141391,PRELID3A,protein_coding,2,12408931,intron,248,12432232,utr3,1247,0.12932,-0.06667,0.62,0.6,0.95136,0.95315,composite,control_down
6,-,chr6:41770175-41786541,ENSG00000137218,FRS3,protein_coding,2,41784525,intron,329,41770175,utr3,2501,0.09833,-0.08049,0.55,0.55,0.95136,0.95681,composite,control_down
11,+,chr11:86302210-86345930,ENSG00000149196,HIKESHI,protein_coding,2,86345661,utr3,23242,86345929,utr3,1819,0.00151,-0.00213,0.56,0.57,0.95142,0.95136,same,control_down
6,+,chr6:33112450-33129083,ENSG00000224557,HLA-DPB2,transcribed_unprocessed_pseudogene,2,33118781,exon,1111,33119149,intron,673,0.03207,-0.03772,0.54,0.57,0.95202,0.95318,skipped,control_down
19,-,chr19:54249430-54257300,ENSG00000105609,LILRB5,protein_coding,2,54250555,utr3,1375,54250424,utr3,809,-0.19492,0.24674,0.49,0.58,0.95256,0.95782,same,control_up
21,+,chr21:32728114-32743121,ENSG00000238197,PAXBP1-AS1,antisense_RNA,2,32729953,exon,579,32743120,exon,1239,0.12259,-0.09724,0.44,0.41,0.95281,0.95459,skipped,control_down
2,-,chr2:170723085-170770767,ENSG00000234350,AC007405.1,lincRNA,2,170724632,intron,494,170723209,exon,411,-0.05839,0.06139,0.38,0.39,0.95282,0.95328,composite,control_up
19,-,chr19:6379568-6393980,ENSG00000125651,GTF2F1,protein_coding,2,6380176,utr3,1613,6379761,utr3,1327,0.02977,-0.02995,0.5,0.5,0.95286,0.95286,same,control_down
3,+,chr3:42804751-42887973,ENSG00000144648,ACKR2,protein_coding,2,42867284,intron,2363,42868888,intron,1174,-0.22842,0.27501,0.7,0.75,0.95329,0.95486,composite,control_up
9,+,chr9:127816065-127822519,ENSG00000225032,AL162586.1,antisense_RNA,2,127821065,intron,1439,127822513,exon,2226,0.02704,-0.02371,0.44,0.43,0.95329,0.95272,composite,control_down
2,+,chr2:12716888-12742733,ENSG00000071575,TRIB2,protein_coding,2,12724822,exon,3531,12742729,utr3,64842,-0.0324,0.02693,0.47,0.48,0.95374,0.95349,skipped,control_up
1,-,chr1:111187173-111204534,ENSG00000162777,DENND2D,protein_coding,2,111189844,intron,2022,111187180,utr3,21178,-0.10771,0.098,0.49,0.54,0.95391,0.95406,composite,control_up
20,+,chr20:2840702-2866731,ENSG00000215305,VPS16,protein_coding,2,2843510,intron,464,2866730,utr3,8700,-0.0043,0.00215,0.56,0.56,0.95417,0.95301,composite,control_up
2,+,chr2:48529382-48598512,ENSG00000243244,STON1,protein_coding,2,48567005,intron,991,48598509,utr3,10874,0.11123,-0.0924,0.42,0.41,0.95432,0.95486,composite,control_down
14,-,chr14:75423682-75427740,ENSG00000259319,AF111167.2,antisense_RNA,2,75425467,exon,243,75423683,exon,404,-0.00686,0.00517,0.44,0.44,0.95486,0.95538,same,control_up
3,-,chr3:183919933-184018014,ENSG00000114770,ABCC5,protein_coding,2,183983753,utr3,10527,183919937,utr3,76373,-0.19072,0.17783,0.6,0.68,0.95486,0.95486,skipped,control_up
11,+,chr11:93764749-93784225,ENSG00000284057,AP001273.2,protein_coding,2,93767001,intron,4457,93768164,intron,320,-0.01542,0.03483,0.39,0.4,0.95486,0.96045,skipped,control_up
3,+,chr3:9835401-9855137,ENSG00000214021,TTLL3,protein_coding,2,9835402,utr3,2783,9836352,intron,4025,0.02023,-0.01936,0.44,0.44,0.95486,0.95486,skipped,control_down
4,-,chr4:102885047-103019738,ENSG00000164037,SLC9B1,protein_coding,2,103019221,intron,268,102901102,utr3,289,0.17072,-0.16264,0.52,0.44,0.95486,0.95325,composite,control_down
17,+,chr17:29929199-30108451,ENSG00000176927,EFCAB5,protein_coding,2,29930960,intron,444,29948509,intron,227,0.00005,-0.00007,0.43,0.41,0.95486,0.95488,composite,control_down
19,+,chr19:39412584-39428414,ENSG00000090924,PLEKHG2,protein_coding,2,39428237,utr3,3719,39428413,utr3,1278,-0.04505,0.05848,0.45,0.46,0.95488,0.95512,same,control_up
8,-,chr8:10896044-11201365,ENSG00000171044,XKR6,protein_coding,2,11119657,intron,2348,11111732,utr3,5924,-0.14999,0.14513,0.46,0.51,0.95493,0.95488,composite,control_up
11,+,chr11:126303751-126345748,ENSG00000110063,DCPS,protein_coding,2,126321664,intron,218,126321848,intron,1202,-0.01661,0.00998,0.56,0.56,0.9551,0.96058,composite,control_up
10,+,chr10:89392545-89406485,ENSG00000185745,IFIT1,protein_coding,2,89403852,utr3,4945,89403981,utr3,17800,-0.01296,0.01071,0.39,0.39,0.95543,0.9555,same,control_up
1,-,chr1:230702522-230714296,ENSG00000135744,AGT,protein_coding,2,230702729,utr3,9966,230702538,utr3,3515,0.0687,-0.08064,0.71,0.7,0.95543,0.95512,same,control_down
1,+,chr1:246724046-246768136,ENSG00000143653,SCCPDH,protein_coding,2,246767830,utr3,10367,246768134,utr3,3657,-0.00894,0.01023,0.5,0.52,0.95624,0.95624,same,control_up
20,-,chr20:56369388-56392336,ENSG00000087586,AURKA,protein_coding,2,56369665,utr3,2468,56369389,utr3,22791,0.06282,-0.04307,0.8,0.78,0.95624,0.95512,same,control_down
1,-,chr1:56994777-58415382,ENSG00000173406,DAB1,protein_coding,2,58415375,intron,396,56994778,utr3,281,-0.21904,0.23926,0.5,0.61,0.95624,0.95624,skipped,control_up
16,+,chr16:31471584-31477959,ENSG00000140682,TGFB1I1,protein_coding,2,31475335,exon,1038,31477957,utr3,10633,-0.01101,0.0071,0.44,0.43,0.95636,0.95834,skipped,control_up
13,-,chr13:109752697-109786567,ENSG00000185950,IRS2,protein_coding,2,109755169,utr3,97309,109753838,utr3,44649,0.04563,-0.04613,0.48,0.46,0.95681,0.95681,same,control_down
15,-,chr15:68190704-68206109,ENSG00000129007,CALML4,protein_coding,2,68193803,utr3,11122,68191086,utr3,814,-0.07057,0.1154,0.57,0.61,0.95696,0.95851,same,control_up
4,-,chr4:185399539-185425984,ENSG00000109775,UFSP2,protein_coding,2,185418496,exon,3013,185400314,utr3,23113,0.10861,-0.1034,0.5,0.47,0.95761,0.95743,skipped,control_down
6,-,chr6:96794125-96837462,ENSG00000112218,GPR63,protein_coding,2,96794605,utr3,349,96794125,utr3,275,0.08899,-0.09063,0.44,0.41,0.95816,0.95486,same,control_down
2,+,chr2:71130313-71150100,ENSG00000124383,MPHOSPH10,protein_coding,2,71149283,exon,4904,71150100,utr3,10204,0.0085,-0.00805,0.55,0.56,0.95816,0.95816,skipped,control_down
10,+,chr10:99659505-99706239,ENSG00000198018,ENTPD7,protein_coding,2,99705690,utr3,2058,99706184,utr3,624,-0.11522,0.12175,0.7,0.75,0.95851,0.95851,same,control_up
11,+,chr11:57667746-57701186,ENSG00000156599,ZDHHC5,protein_coding,2,57700361,utr3,7016,57701179,utr3,62873,0.00011,-0.0001,0.54,0.54,0.95855,0.95851,same,control_down
8,+,chr8:27771948-27812639,ENSG00000171320,ESCO2,protein_coding,2,27804904,utr3,850,27807472,intron,408,0.25075,-0.30852,0.78,0.73,0.95894,0.96458,skipped,control_down
X,-,chrX:115917270-115969088,ENSG00000235244,DANT2,lincRNA,2,115937956,intron,1322,115922857,intron,3377,-0.01546,0.01417,0.45,0.45,0.95929,0.95855,composite,control_up
17,+,chr17:15699576-15720786,ENSG00000187607,ZNF286A,protein_coding,2,15709812,intron,669,15720781,utr3,8293,-0.04058,0.02905,0.55,0.55,0.95954,0.96101,composite,control_up
17,-,chr17:35411059-35433282,ENSG00000172123,SLFN12,protein_coding,2,35422926,exon,2263,35411063,utr3,11307,0.08399,-0.07732,0.5,0.48,0.9596,0.95942,skipped,control_down
19,+,chr19:2977445-2995183,ENSG00000104953,TLE6,protein_coding,2,2980405,utr3,340,2995177,utr3,2063,-0.37197,0.2527,0.47,0.55,0.96,0.95486,skipped,control_up
6,+,chr6:37819498-38154623,ENSG00000156639,ZFAND3,protein_coding,2,37963583,intron,12796,38154620,utr3,178297,-0.0767,0.07536,0.49,0.5,0.96001,0.96001,composite,control_up
12,-,chr12:55901412-55932617,ENSG00000170473,PYM1,protein_coding,2,55913826,utr3,4185,55901413,utr3,18371,-0.05431,0.04922,0.53,0.53,0.9609,0.9609,skipped,control_up
1,-,chr1:173609560-173669861,ENSG00000183831,ANKRD45,protein_coding,2,173658731,exon,227,173609561,utr3,483,-0.46087,0.3953,0.49,0.61,0.96153,0.96153,skipped,control_up
19,-,chr19:19757365-19776422,ENSG00000266904,LINC00663,lincRNA,2,19771573,exon,366,19759744,intron,192,0.13641,-0.15149,0.42,0.41,0.96153,0.96153,skipped,control_down
11,+,chr11:120336913-120489935,ENSG00000196914,ARHGEF12,protein_coding,2,120394545,intron,5813,120489027,utr3,58929,-0.02311,0.02103,0.41,0.42,0.96161,0.96153,composite,control_up
17,-,chr17:39063302-39154393,ENSG00000161381,PLXDC1,protein_coding,2,39067131,utr3,5170,39063312,utr3,1614,-0.01932,0.02293,0.57,0.59,0.9617,0.96153,same,control_up
17,-,chr17:6789132-6831760,ENSG00000167858,TEKT1,protein_coding,2,6799981,utr3,2070,6797995,utr3,646,0.21985,-0.29155,0.47,0.37,0.96235,0.95488,same,control_down
6,-,chr6:43037616-43053944,ENSG00000044090,CUL7,protein_coding,2,43049105,intron,562,43037619,utr3,7924,-0.06829,0.0422,0.64,0.65,0.96242,0.96448,composite,control_up
2,-,chr2:55865966-55924138,ENSG00000115380,EFEMP1,protein_coding,2,55866611,utr3,72770,55865967,utr3,10614,0.01877,-0.02022,0.36,0.34,0.96265,0.96265,same,control_down
11,+,chr11:57741249-57743553,ENSG00000211450,SELENOH,protein_coding,2,57742655,utr3,840,57743047,utr3,9486,0.03393,-0.02001,0.56,0.54,0.96273,0.96467,same,control_down
16,+,chr16:249546-268725,ENSG00000269881,AC004754.1,protein_coding,2,260786,intron,350,266090,intron,6998,-0.02503,0.01149,0.54,0.56,0.96273,0.96497,composite,control_up
9,+,chr9:26947038-27062929,ENSG00000096872,IFT74,protein_coding,2,27020280,intron,231,27029026,exon,894,0.19191,-0.15559,0.57,0.5,0.96273,0.96387,composite,control_down
1,+,chr1:151070577-151125541,ENSG00000143458,GABPB2,protein_coding,2,151123448,utr3,3043,151125540,utr3,21579,0.015,-0.01394,0.44,0.44,0.96289,0.96288,same,control_down
X,-,chrX:110194185-110440232,ENSG00000101935,AMMECR1,protein_coding,2,110199651,intron,1149,110194186,utr3,19647,-0.07956,0.07372,0.54,0.56,0.96289,0.96289,composite,control_up
X,-,chrX:115110615-115234071,ENSG00000130224,LRCH2,protein_coding,2,115149847,exon,230,115110656,utr3,558,0.10603,-0.09391,0.35,0.31,0.96311,0.96308,skipped,control_down
22,-,chr22:46244010-46250678,ENSG00000205643,CDPF1,protein_coding,2,46244521,utr3,296,46244021,utr3,2672,0.06898,-0.02711,0.54,0.52,0.96358,0.95535,same,control_down
19,+,chr19:40840158-40842038,ENSG00000279108,AC008537.3,TEC,2,40840381,exon,330,40842033,exon,2745,-0.05014,0.02319,0.44,0.46,0.96372,0.95723,same,control_up
15,+,chr15:40569299-40574942,ENSG00000166133,RPUSD2,protein_coding,2,40570063,utr3,2126,40574461,utr3,12997,-0.01983,0.01454,0.56,0.57,0.96372,0.96329,skipped,control_up
9,+,chr9:22646199-22824212,ENSG00000234840,LINC01239,lincRNA,2,22764073,intron,214,22765065,intron,566,0.09909,-0.07128,0.41,0.39,0.96373,0.9557,skipped,control_down
8,+,chr8:144078625-144080646,ENSG00000178896,EXOSC4,protein_coding,2,144079257,intron,529,144080644,utr3,8101,0.0013,-0.00083,0.64,0.64,0.9639,0.96352,composite,control_down
2,-,chr2:112736606-112764676,ENSG00000169607,CKAP2L,protein_coding,2,112752415,utr3,1104,112737870,utr3,2389,0.20953,-0.17473,0.8,0.76,0.96406,0.96243,skipped,control_down
10,-,chr10:90912095-90921275,ENSG00000148677,ANKRD1,protein_coding,2,90919197,exon,5292,90912098,utr3,25215,0.56876,-0.56052,0.25,0.12,0.96406,0.96406,skipped,control_down
10,-,chr10:5934269-5943637,ENSG00000232807,AL137186.2,antisense_RNA,2,5943504,exon,909,5935077,exon,671,0.07025,-0.07758,0.3,0.28,0.96421,0.96467,skipped,control_down
12,-,chr12:95972661-95996364,ENSG00000084110,HAL,protein_coding,2,95973346,utr3,711,95972662,utr3,706,0.02078,-0.02045,0.56,0.55,0.96452,0.96452,same,control_down
4,+,chr4:70688478-70690550,ENSG00000132467,UTP3,protein_coding,2,70690176,utr3,40342,70690542,utr3,15211,-0.02517,0.02621,0.46,0.47,0.96467,0.96467,same,control_up
2,-,chr2:201487424-201619177,ENSG00000155754,C2CD6,protein_coding,2,201549303,intron,296,201548038,intron,310,0.08643,-0.08483,0.61,0.58,0.96467,0.96467,composite,control_down
6,-,chr6:110391770-110415561,ENSG00000203797,DDO,protein_coding,2,110392182,utr3,1178,110391788,utr3,4109,0.01266,-0.00887,0.29,0.29,0.96483,0.96406,same,control_down
4,-,chr4:75578004-75630715,ENSG00000138769,CDKL2,protein_coding,2,75625865,exon,283,75578802,utr3,675,0.28578,-0.24702,0.53,0.45,0.96484,0.96483,skipped,control_down
10,+,chr10:38403188-38452152,ENSG00000276805,AL133216.2,transcribed_unprocessed_pseudogene,2,38452024,exon,312,38452151,exon,1352,0.00136,-0.00086,0.51,0.54,0.9652,0.96881,same,control_down
X,-,chrX:44523638-44543000,ENSG00000069509,FUNDC1,protein_coding,2,44523816,utr3,7633,44523639,utr3,3820,0.00469,-0.00545,0.57,0.57,0.96529,0.96529,same,control_down
11,+,chr11:57743554-57793242,ENSG00000254732,AP001931.1,protein_coding,2,57763603,intron,9108,57775326,intron,45078,-0.02774,0.02653,0.48,0.47,0.96558,0.96553,skipped,control_up
10,+,chr10:80131681-80145358,ENSG00000189129,PLAC9,protein_coding,2,80145029,utr3,17539,80145353,utr3,955,0.00155,-0.0032,0.26,0.25,0.96588,0.96534,same,control_down
2,+,chr2:109129347-109504631,ENSG00000172985,SH3RF3,protein_coding,2,109219487,intron,909,109504629,utr3,6505,0.21529,-0.20325,0.51,0.43,0.96613,0.96613,composite,control_down
2,-,chr2:86213992-86338082,ENSG00000068615,REEP1,protein_coding,2,86216485,utr3,439,86214597,utr3,210,-0.10381,0.14224,0.32,0.37,0.96645,0.98134,same,control_up
2,-,chr2:236324146-236507541,ENSG00000132321,IQCA1,protein_coding,2,236386571,intron,415,236324152,utr3,1516,0.01719,-0.01207,0.59,0.56,0.96722,0.97269,composite,control_down
2,+,chr2:161244738-161249049,ENSG00000227403,LINC01806,lincRNA,2,161247715,exon,5247,161249047,exon,1104,0.02484,-0.02979,0.52,0.5,0.96731,0.96736,same,control_down
8,-,chr8:92699741-92879501,ENSG00000248858,FLJ46284,processed_transcript,2,92875221,exon,411,92857059,intron,313,0.05199,-0.05523,0.45,0.41,0.96743,0.96644,skipped,control_down
11,-,chr11:94962621-94973611,ENSG00000150316,CWC15,protein_coding,2,94963342,utr3,65498,94963126,utr3,9636,-0.00078,0.00091,0.5,0.5,0.96792,0.96795,same,control_up
10,-,chr10:30302825-30306065,ENSG00000259994,AL353796.1,sense_overlapping,2,30303448,exon,690,30302826,exon,681,-0.01031,0.01028,0.51,0.5,0.96824,0.96824,same,control_up
2,+,chr2:199955935-200008539,ENSG00000162972,MAIP1,protein_coding,2,199963981,utr3,1971,199964119,utr3,6394,0.00921,-0.00661,0.54,0.53,0.96824,0.9681,same,control_down
Y,-,chrY:20465667-20519227,ENSG00000229236,TTTY10,lincRNA,2,20504466,intron,1189,20500424,intron,2983,0.02837,-0.02422,0.41,0.43,0.96824,0.9679,composite,control_down
